2754,-1330,68.81
2729,-805,65.78
2932,-1121,66.98
2920,-669,67.15
3120,-1138,67.38
3143,-571,67.07
3674,-824,68.37
3402,-448,65.65
3514,-126,65.25
3512,218,66.11
1829,104,65.87
2120,29,64.09
1675,-278,66.32
1837,-697,67.82
2295,-742,64.61
2719,-1111,66.42
2836,-607,65.11
3325,-499,65.27
2988,-392,66.58
3451,-352,67.29
4065,-365,65.07
4470,-139,64.39
4821,-306,65.41
4906,-823,70.12
4551,-793,69.97
4085,-595,66.61
3750,-478,67.25
3608,-94,66
3121,-120,65.29
2588,-156,64.3
2003,-1337,66.22
1729,-1480,65.95
1943,-1003,68
1972,-554,64.02
2307,-844,65.61
2870,-742,70.45
2388,-711,66.04
2627,-289,65.54
3180,-364,69.78
3054,-891,70.53
1933,-1732,66.19
1689,-1986,65.56
1580,-1583,68.9
1080,-1354,67.45
1618,-1301,67.59
1935,-1333,66.38
2144,-969,65.84
2503,-685,66.9
2208,-380,64.5
2367,91,64.66
1250,-1001,66.81
1440,-1245,67.81
1153,-1614,66.96
750,-1218,67.37
932,-751,65.19
610,-595,66.3
202,-549,64
520,-248,68.45
17,-565,64.74
69,-222,63.75
-564,-917,69.46
-745,-530,65.61
-1067,-593,68.46
-1338,-989,66.55
-1707,-748,65.29
-1490,-1208,68.29
-1591,-1708,69.65
-1108,-1804,67.75
-1412,-1865,64.74
-1558,-1580,67.53
417,-910,68.6
-53,-758,66.45
-540,-629,67.77
-798,-1046,68.79
-724,-1626,67.71
-937,-1333,67.64
-1206,-1770,70.36
-1527,-1583,68.1
-1344,-1864,68.94
-1104,-2282,68.44
507,-2159,65.16
251,-1846,65.53
221,-2190,63.34
-154,-1898,65.9
-308,-2243,63.1
-397,-2543,67.1
-890,-2356,66.69
-519,-2311,64.88
-730,-1932,66.43
-1181,-1700,66.09
1435,-2369,70.68
1672,-1849,70.35
2098,-1567,66.4
1696,-1474,68.17
2216,-1443,65.98
2721,-1742,65.49
2432,-2104,69.76
2894,-2099,66.72
3280,-2025,66.18
3363,-1715,65.65
2338,-1398,65.43
2615,-1195,69.04
2147,-1218,65.44
1889,-1372,66.99
1931,-1901,71.1
2413,-1624,65.65
2110,-2113,64.77
1516,-2176,69.63
1731,-1779,67.36
2084,-1922,65.95
1610,-1977,66.81
1592,-1434,66.3
2112,-1367,68.98
2410,-1522,65.52
2150,-1898,70.91
2513,-2062,65.13
2753,-1665,70.74
3122,-1865,66.48
3239,-2272,68.79
2927,-2437,65.66
2491,-1160,66.88
2217,-915,65.93
1930,-1211,68.17
2253,-1167,67.99
2670,-1429,68.39
2780,-1765,67.91
2772,-2078,67.55
2972,-2555,63.75
2672,-2285,64.32
2303,-2619,64.85
4186,-556,66.57
4034,-981,67.5
3944,-1456,66.55
3632,-1008,66.28
3174,-1057,66.87
2837,-1183,66.03
3079,-820,67.12
2683,-983,66.89
2482,-1538,64.84
2047,-1321,66.02
1491,-1516,67.99
1009,-1530,67.01
614,-1860,67.97
494,-2262,64.95
79,-1889,66.65
2,-2461,65.45
401,-2803,65.92
763,-2670,65.25
1111,-2259,67.84
1334,-2518,65.68
-108,-1669,65.77
-543,-1819,67.48
-623,-1310,67.66
-604,-957,67.18
-587,-557,65.6
-385,-263,65.36
-4,-370,64.4
383,-536,65.93
578,-958,66.03
535,-1269,65.55
1345,10,67
782,-5,69.52
824,-495,67.9
1137,-395,69.03
1051,-962,68
958,-1257,70.39
657,-1178,69.37
138,-1473,65.4
-131,-1044,67.39
67,-681,64.81
2090,-1527,66.88
1539,-1408,66.5
1341,-1023,68.07
980,-1408,65.55
1040,-930,69.16
571,-1188,70.65
304,-1389,67.26
-176,-1738,66
-703,-1562,67.53
-395,-1492,68.81
3177,-875,65.51
2785,-562,65.67
3209,-495,71.23
2967,-943,68.04
3164,-1265,71.59
3461,-1319,68.23
3892,-1158,69.03
3526,-1040,70.26
3019,-1329,67.63
2797,-1856,65.81
4535,-970,67.88
3983,-736,66.53
4198,-1149,69.8
3840,-869,69
3538,-1130,66.45
3717,-1520,68.49
4056,-1813,64.76
4347,-1948,67.92
4553,-1420,67.08
4536,-1101,65.66
