2754,-1330,13.6
2729,-805,11.75
2932,-1121,12.58
2920,-669,12.66
3120,-1138,12.16
3143,-571,12.68
3674,-824,13.36
3402,-448,11.53
3514,-126,11.31
3512,218,12.09
1829,104,10.96
2120,29,10.01
1675,-278,12.46
1837,-697,13.2
2295,-742,10.64
2719,-1111,12.29
2836,-607,10.54
3325,-499,10.56
2988,-392,11.88
3451,-352,12.03
4065,-365,10.24
4470,-139,9.54
4821,-306,10.63
4906,-823,12.63
4551,-793,12.94
4085,-595,11.38
3750,-478,12.5
3608,-94,11.2
3121,-120,11.41
2588,-156,10.53
2003,-1337,11.36
1729,-1480,11.07
1943,-1003,13.08
1972,-554,10.09
2307,-844,11.03
2870,-742,12.58
2388,-711,11.79
2627,-289,11.16
3180,-364,13.21
3054,-891,11.63
1933,-1732,11.81
1689,-1986,11.37
1580,-1583,12.82
1080,-1354,11.6
1618,-1301,12.73
1935,-1333,11.39
2144,-969,11.38
2503,-685,12.43
2208,-380,10.63
2367,91,10.91
1250,-1001,12.47
1440,-1245,13.47
1153,-1614,12.2
750,-1218,12.41
932,-751,10.21
610,-595,11.51
202,-549,10.15
520,-248,12.86
17,-565,10.26
69,-222,9.95
-564,-917,13.32
-745,-530,11.03
-1067,-593,12.78
-1338,-989,11.22
-1707,-748,11.07
-1490,-1208,11.76
-1591,-1708,12.87
-1108,-1804,13.05
-1412,-1865,9.75
-1558,-1580,12.65
417,-910,13.04
-53,-758,10.94
-540,-629,13.36
-798,-1046,13.86
-724,-1626,12.46
-937,-1333,11.88
-1206,-1770,13.71
-1527,-1583,12.94
-1344,-1864,13.41
-1104,-2282,14.1
507,-2159,10.77
251,-1846,11.07
221,-2190,9.31
-154,-1898,11.13
-308,-2243,9.06
-397,-2543,12.34
-890,-2356,12.23
-519,-2311,9.97
-730,-1932,11.29
-1181,-1700,11.22
1435,-2369,13.48
1672,-1849,13.66
2098,-1567,12.01
1696,-1474,12.63
2216,-1443,11.34
2721,-1742,10.97
2432,-2104,12.63
2894,-2099,11.73
3280,-2025,11.57
3363,-1715,10.77
2338,-1398,11.12
2615,-1195,13.51
2147,-1218,10.3
1889,-1372,11.56
1931,-1901,13.49
2413,-1624,10.72
2110,-2113,10.56
1516,-2176,14.22
1731,-1779,12.94
2084,-1922,11.8
1610,-1977,12.78
1592,-1434,10.89
2112,-1367,12.94
2410,-1522,10.64
2150,-1898,13.63
2513,-2062,11.2
2753,-1665,14.01
3122,-1865,11.33
3239,-2272,12.85
2927,-2437,10.49
2491,-1160,12.51
2217,-915,11.37
1930,-1211,12.81
2253,-1167,13.39
2670,-1429,12.84
2780,-1765,12.59
2772,-2078,12.78
2972,-2555,9.32
2672,-2285,9.62
2303,-2619,10.39
4186,-556,11.78
4034,-981,12.02
3944,-1456,11.53
3632,-1008,10.95
3174,-1057,11.61
2837,-1183,11.82
3079,-820,11.97
2683,-983,11.39
2482,-1538,10.65
2047,-1321,11.26
1491,-1516,12.96
1009,-1530,11.32
614,-1860,13.19
494,-2262,10.29
79,-1889,12.62
2,-2461,11.66
401,-2803,11.21
763,-2670,11.28
1111,-2259,12.49
1334,-2518,11.35
-108,-1669,11.7
-543,-1819,12.82
-623,-1310,12.63
-604,-957,12.06
-587,-557,11.23
-385,-263,10.66
-4,-370,10.39
383,-536,11.4
578,-958,11.19
535,-1269,10.75
1345,10,12.79
782,-5,13.72
824,-495,13.02
1137,-395,13.75
1051,-962,13.03
958,-1257,13.89
657,-1178,13.61
138,-1473,10.94
-131,-1044,13.14
67,-681,10.72
2090,-1527,12.38
1539,-1408,12.3
1341,-1023,12.45
980,-1408,10.69
1040,-930,13.76
571,-1188,13.59
304,-1389,12.19
-176,-1738,11.43
-703,-1562,12.88
-395,-1492,13.38
3177,-875,10.41
2785,-562,11.19
3209,-495,12.9
2967,-943,13.48
3164,-1265,12.94
3461,-1319,12.58
3892,-1158,12.97
3526,-1040,13.09
3019,-1329,12.2
2797,-1856,10.59
4535,-970,12.06
3983,-736,11.58
4198,-1149,13.57
3840,-869,12.32
3538,-1130,11.13
3717,-1520,13.01
4056,-1813,9.25
4347,-1948,12.32
4553,-1420,11.26
4536,-1101,11.13
